,title,cluster
1954,Whirlpool WTW6700TU Cabrio 4.6 Cu. Ft. Top Load Washer (Diamond Dust),50
1955,Canon EOS Rebel XS Digital SLR Camera with EF-S 18-55mm 1:3.5-5.6 IS Lens - Black - 2762B003,12
1956,Weber Summit E-620 Copper LP Gas Grill,-1
1957,Weber Summit SP-320 Stainless LP Gas Grill,84
1958,Weber Genesis EP-320 Blue LP Gas Grill,99
1959,Panasonic Viera TH-50PZ850U 50' Plasma TV,18
1960,Sony DVPFX820 Portable DVD Player - DVPFX820/W,-1
1961,Sony Cyber-shot DSC-W150 Digital Camera - Black - DSCW150/B,6
1962,Denon DVD-3800BDCI Blu-ray Disc Player - DVD3800BDCI,64
1963,Sony BRAVIA KDL32XBR6 32' LCD TV,11
1964,Panasonic KXTH1212B,68
1965,Mitsubishi WD-60735 60' Projection TV,39
1966,Sony BRAVIA XBR Series KDL-37XBR6 37' LCD TV - KDL37XBR6,11
1967,Onkyo HTS5100 Home Theater System - HTS5100B,88
1968,Sony HT7200DH Home Theater System,-1
1969,Sony STR-DG820 A/V Receiver - STRDG820,75
1970,Sony BRAVIA Z Series KDL-40Z4100 40' LCD TV - KDL40Z4100/B,11
1971,Sony BRAVIA Z Series KDL-46Z4100 46' LCD TV - KDL46Z4100/B,11
1972,Sony BRAVIA M Series KDL-32M4000 32' LCD TV - KDL32M4000,11
1973,Sony BRAVIA W Series KDL-46W4100 46' LCD TV - KDL46W4100,11
1974,Sony BRAVIA V Series KDL-52V4100 52' LCD TV - KDL52V4100,11
1975,LG 52LG50 52' LCD TV,-1
1976,LG 47LG50 47' LCD TV,-1
1977,LG 32LG40 32' TV/DVD Combo,-1
1978,Mitsubishi MB-S73 TV Stand,39
1979,Mitsubishi Diamond WD-73835 73' Projection TV - WD73835,39
1980,LG LG70 Series 52LG70 52' LCD TV,-1
1981,Sony BRAVIA W Series KDL-52W4100 52' LCD TV - KDL52W4100,11
1982,Mitsubishi Diamond WD-65835 65' Projection TV,39
1983,Sony STR-DG920 A/V Receiver - STRDG920,75
1984,Denon AVR-1609 A/V Receiver - AVR1609,100
1985,Denon AVR-1709 A/V Receiver - AVR1709,100
1986,Nikon D700 Digtal SLR Camera - 25444,-1
1987,Klipsch KS7502THX (Each) - KS-7502-THX,115
1988,Sony DPFD70 Digital Photo Frame,30
1989,Sony DPFV900 Digital Photo Frame - DPF-V900,-1
1990,Sony Picture Station Digital Photo Printer - DPPFP95,36
1991,Olympus FE-360 Digital Camera - Pink - 226540,-1
1992,Olympus FE-370 Digital Camera - Silver - 226420,27
1993,Sony RDR-GX360 DVD Player/Recorder,55
1994,Sony BDP-S550 - Blu-ray DVD Player,55
1995,"Samsung HT-BD2T Blu-ray 7.1 Home Theater System - Blu-ray, DVD & CD Playback, FM Receiver w/30 Station Presets, 1100W Total Output, 4 Tower Speakers & Subwoofer - HT-BD2T/XAA",63
1996,"Samsung LN46A850 - 46' 1080P LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 120Hz - 4ms Response Time - Super Slim 1.9' Thick!",8
1997,"Samsung LN52A850 - 52' 1080P LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 120Hz - 4ms Response Time - Super Slim 1.9' Thick!",8
1998,7.0 Cu. Ft. Super Capacity Electric Dryer - MED5900TW,-1
1999,Full Console Dishwasher with 4 Automatic Cycles - DU1055XTSB,-1
2000,Pedistal for Duet Sport Electric Washer/Dryer - WHP1000SQ,60
2001,"Samsung PN63A650 - 63' Widescreen 1080p Plasma HDTV - 1,000,000:1 Dynamic Contrast Ratio - Touch of Color Design - PN63A650T",17
2002,Dlo 004-0107 Hybridshell(tm) For Iphone(tm) 3g,-1
2003,15' LCD HDTV/DVD Combo Black - 15LV505,-1
2004,Toshiba 22LV506 22' TV/DVD Combo,17
2005,Toshiba XD-E500 Upconversion DVD Player,64
2006,Toshiba SD-V296 DVD/VCR Combo,-1
2007,Sony Cyber-shot DSC-W170 Digital Camera - Silver - DSCW170,15
2008,Jabra BT2070 Bluetooth Headset - 100-92070000-02,112
2009,"Logitech diNovo Edge, Mac Edition - 920-000924",117
2010,"Panasonic HD 3MOS 60GB Hard Disk Drive/SD Hybrid Camcorder with Advanced Optical Image Stabilizer, Leica Lens, 12x Optical Zoom, 2.7' Wide LCD and Records to Internal Hard Drive and SD Card - HDC-HS100K",-1
2011,TomTom XL 330 S Portable GPS Sysytem - Text to Speech - 4.3' Touchscreen - 1EG0.052.01,85
2012,SB-900 AF SPEEDLIGHT W/-STND DIFFSN DOME FLT SET - 4807,100
2013,"Olympus Stylus 1050 SW 10 Megapixel Digital Camera w/ 3x optical zoom, 2.7' LCD, Waterproof, Shockproof & Freezeproof, Tap Control, & Face Detection - Black - 226455",-1
2014,"Olympus SP-565 UZ 10 Megapixel Digital Camera w/ 20x Wide-Angle Optical Zoom, Sensor-Shift Image Stabilization, Face Detection, & 13.5 fps Hight-Speed Sequential Shooting - 226480",-1
2015,Canon PIXMA MP480 Color Inkjet All-In-One Photo Printer - 2918B002,65
2016,"Nikon COOLPIX S60 10 Megapixel Digital Camera w/ 5x Optical Zoom, Optical VR Image Stabilization, 3.5' High Res Touch Panel LCD, HD Pictmotion Slide Shows, & Autofocus and Auto Exposure - Pink - 26132",29
2017,Nikon Coolpix S610 Digital Camera - Midnight Black - 26125,13
2018,"Nikon COOLPIX P6000 13 Megapixels Digital Camera w/ 4x Wide Angle Optical Zoom, 2.7' Hi-Res LCD, Optical VR Image Stabilization, Face Priority AF & TV Movies with Sound - Black - 26135",29
2019,"Nikon COOLPIX S710 14 Megapixel Digital Camera w/3.6x Optical Wide-Angle Zoom, 3' LCD, Smile Mode, In-Camera Red-Eye Fix - Black - 26127",-1
2020,Canon CL-211 Color Ink Cartridge For PIXMA MP240 and MP480 Printers - 2976B001,90
2021,Toshiba 32AV502 - 31.5' Widescreen 720p LCD HDTV w/ Cinespeed - Piano Black - 32av502u,9
2022,Toshiba 26AV502U - 26' Widescreen 720p LCD HDTV - Piano Black,11
2023,"TX-SR806B Receiver (7.1 Channels, 130 W/Channel, 0.08% THD, Supports 8 Devices) - TXSR806B",77
2024,"Garmin nuVi 275T - 3.5' GPS w/Text To Speech, Bluetooth, Where Am I?, Connect Photos - 010-00576-00",-1
2025,"Garmin nuVi 265WT - 4.3' Widescreen GPS w/Text to Speech, Bluetooth, Where Am I?, Connect Photos - 010-00575-10",-1
2026,"Garmin 265T - 3.5' GPS w/Bluetooth, Text To Speech, Where Am I?, Connect Photos - 010-00576-10",77
2027,Garmin nvi 755T Automobile Navigator - 010-00715-30,-1
2028,Garmin AUTO NAV - 010-00715-20,106
2029,Panasonic Lithium Ion Digital Camera Battery - CGR-S006A/1B,27
2030,Sony BRAVIA DAV-IS50/B Home Theater System,37
2031,iHome iH70SRC 15 Watt Computer Speakers with iPod Syncing/Charging Dock - IH70SRC,85
2032,iHome IP47BR Bluetooth Clock Radio & Speakerphone for iPhone & iPod - iP47BR,-1
2033,Mosquito Magnet Defender Net (replacement),115
2034,Toshiba 40RV525U - 40' Widescreen 1080p LCD HDTV w/ Cinespeed - Piano Black,11
2035,Toshiba 42RV535U - 42' Widescreen 1080p LCD HDTV w/ Cinespeed - Piano Black,11
2036,Toshiba 52RV535U - 52' Widescreen 1080p LCD HDTV w/ Cinespeed - Piano Black,11
2037,ELECTROLUX STICK VACUUM REPLACES EL1000A,-1
2038,SAMSUNG 4GB PORTABLE MLTIMDIA PLYR BLK - YPS-S3JAB/XAA,38
2039,BLUEANT BLUETOOTH HS DUAL MIC NIC - 091004,111
2040,Yamaha YAS-71 Front Surround System - YAS-71BL,96
2041,Canon PowerShot SX110 IS Digital Camera - Silver - 2666B001,-1
2042,Canon PowerShot A1000 IS Digital Camera - Gray - 3210B001,25
2043,VMware Fusion 2 - VMFM20BX2,113
2044,Canon CLI-221 Black Ink Cartridge - 2946B001,47
2045,Canon CLI-221 Gray Ink Cartridge - 2950B001,72
2046,Canon CLI-221 Yellow Ink Cartridge - 2949B001,72
2047,Nikon D90 Digital SLR Camera with AF-S DX Nikkor 18-105mm f/3.5-5.6G ED VR Lens - 25448,30
2048,"Nikon D90 12 Megapixel Digital SLR Camera w/ 3' LCD, Live View, 4.5 fps Burst & In-Camera Image Editing - Body Only - 25446",13
2049,Canon PIXMA iP4600 Inkjet Color Photo Printer - 2909B002,65
2050,Sony VAIO JS All-in-One Desktop - VGCJS130J/B,76
2051,"LN52A860 52' LCD TV (Widescreen, 1920x1080, HDTV)",16
2052,Samsung 9 Series LN55A950 55' LCD TV,16
2053,TiVo TCD658000 - HD XL Digital Video Recorder,-1
2054,Canon PIXMA MP620 Wireless Photo All-In-One Inkjet Printer - 2921B002,-1
2055,Canon PIXMA MP980 Wireless All-in-One Color Photo Inkjet Printer - 2922B002,-1
2056,Sony VAIO RT All-in-One Desktop - VGCRT150Y,76
2057,Sony VAIO LV All-in-One Desktop - VGCLV150J,76
2058,Sony VAIO AW110J/H Notebook - VGNAW110J/H,88
2059,Canon VIXIA HG20 High Definition Camcorder - 3085B001AA,57
2060,Canon VIXIA HG21 High Definition Camcorder - 2704B001AA,57
2061,Canon DC310 Digital Camcorder - 2694B001,35
2062,Sony ICF-S79W Weather Band Digital Shower Radio - ICFS79W,-1
2063,Sony DVP-NC800H/S DVD Player - DVP-NC800HS,70
2064,Sony BRAVIA M Series KDL-19M4000 19' LCD TV - kdl19m4000s,11
2065,GE GSD4000NWW Dishwasher with 5 Wash Cycles STD TUB ESTAR ( White) - gsd4000nww,-1
2066,GE GSD2400NWW Dishwasher with 5 Wash Cycles - gsd2400nww,85
2067,4G Nano ToughSkin - Black - NN4-TS-BLK,64
2068,Sony VAIO CS110E/R Notebook - VGNCS110E/R,88
2069,Samsung 9 Series LN46A950 46' LCD TV,20
2070,Onkyo TX-SR706 A/V Receiver - TXSR706B,100
2071,Sony VAIO NS190J/S Notebook - VGNNS190J/S,75
2072,Canon PowerShot SX10 IS Digital Camera - 2665B001,24
2073,Canon PowerShot SD880 IS Digital Camera - Silver - 3197B001,-1
2074,"Canon PowerShot SD990 IS 14 Megapixel Digital Camera w/ 3.7x Optical Zoom, UA Len, Face Detection, 2.5 LCD, & ISO 1600 - Black - 2669B001",-1
2075,"Canon PowerShot G10 14 Megapixel Digital Camera w/ 28mm Wide Lens, 5x Optical Zoom, 3' LCD, Face Detection & Red Eye Correction - 2663B001",13
2076,Apple iPod Shuffle 1GB Flash MP3 Player - MB811LL/A,-1
2077,"Nokia N96 Unlocked Phone - 16GB, 5MP Camera with Carl Zeiss Optics and Dual-LED Flash and Auto-Focus, Built-In GPS, WiFi, - 002G6Q3",-1
2078,Belkin Folio for iPod touch - F8Z373,-1
2079,Griffin 8245-IP2MGNFI Clarifi Protective case for Smartphone,95
2080,"Samsung LN46A860 46' LCD TV (Widescreen, 1920x1080, 50000:1, HDTV)",16
2081,"Canon PowerShot SD990 IS 14 Megapixel Digital Camera w/ 3.7x Optical Zoom, UA Len, Face Detection, 2.5 LCD, & ISO 1600 - Silver - 3191B001",13
2082,AppleCare for iPod touch or iPod classic - MB591LL/A,-1
2083,Apple iPod touch 32GB Flash Portable Media Player - MB533LL/A,61
2084,Apple iPod Classic 120GB Hard Drive Portable Media Player - MB562LL/A,-1
2085,Apple 8GB iPod nano Silver (4th Generation) - MB598LL/A,-1
2086,Apple 8GB iPod nano Blue (4th Generation) - MB732LL/A,-1
2087,Apple 8GB iPod nano Pink (4th Generation) - MB735LL/A,-1
2088,Apple 8GB iPod nano Purple (4th Generation) - MB739LL/A,80
2089,Apple 8GB iPod nano Green (4th Generation) - MB745LL/A,80
2090,Apple iPod Classic 120GB Hard Drive Portable Media Player - MB565LL/A,-1
2091,Apple 8GB iPod nano Black (4th Generation) - MB754LL/A,70
2092,Apple iPod nano 16GB Flash Portable Media Player - MB913LL/A,95
2093,Panasonic Lumix DMC-FZ28 Digital Camera - Black,7
2094,USB POWER ADAPTER ACCS - MB352LL/B,-1
2095,Belkin Switch-to-Mac Cable - F4U001,-1
2096,Apple iPod touch 8GB Flash Portable Media Player - MB528LLA,-1
2097,Apple iPod touch 16GB Flash Portable Media Player - MB531LLA,95
2098,"Canon EOS 50D 15 Megapixel SLR Digital Camera with Live View & Face Detection, 3' LCD, 6.3fps & DIGIC 4 Image Processor - Body Only - 2807B006",-1
2099,"Canon EOS 50D 15 Megapixel SLR Digital Camera w/28-135MM IS USM Lens, Live View & Face Detection, 3' LCD, 6.3fps, DIGIC 4 Image Processor & HDMI output - 2807B005",-1
2100,Coby Electronics TF-TV1514 15' LCD TV,-1
2101,"LG 42PG20 - 42' Widescreen 720p Plasma HDTV - 20,000:1 Dynamic Contrast Ratio",-1
2102,SONY 42IN BRAVIA LCD V-SERIES 1080P HDTV - KDL42V4100,-1
2103,Sony DPFD80 Digital Photo Frame,30
2104,Transcend 2.5 Solid State Disk (SSD) 128GB SATA MLC with Build-In ECC - TS128GSSD25S-M,-1
2105,VholdR 2200 Mount Adhesive (Black),33
2106,Denon AVR2809CI A/V Receiver,98
2107,"TH-58PZ850U 58' Plasma TV (Widescreen, 1920x1080, 30,000:1, HDTV) - TH58PZ850U",17
2108,MOTOROLA T305 BLUETOOTH VISOR SPEAKER PHONE CAR KIT - RETAIL - 89082J,92
2109,Aliph Jawbone 2 Silver Bluetooth Headset - Retail - 84442VRP,92
2110,"Sony VAIO CS Series VGN-CS180J/W 14.1-Inch Notebook 2.26 GHz Intel Core 2 Duo P8400 Processor, 4 GB RAM, 320 GB Hard Drive, Blu-ray Drive, Vista Home Premium- White - VGNCS180J/W",64
2111,Sony VAIO CS180J/Q Notebook - VGNCS180J/Q,88
2112,Sony VAIO CS180J/P Notebook - VGNCS180J/P,88
2113,"Sony VAIO CS Series VGN-CS180J/R 14.1-Inch Notebook 2.26 GHz Intel Core 2 Duo P8400 Processor, 4 GB RAM, 320 GB Hard Drive, Blu-ray Drive, Vista Home Premium- Red - VGNCS180J/R",-1
2114,SONY IPOD/PHONE DOCK CLOCK RADIO BLACK NIC - ICFC1IPMK2BLK,37
2115,SONY IPOD/PHONE DOCK CLOCK RADIO BLACK NIC - ICFC1IPMK2WHI,37
2116,IH9B6R BLACK ALARM CLOCK F/IPODPERPCHARGES DOCKED IPOD REMOTE CONTROL,64
2117,Sony BDV-IS1000 Blu-ray Disc Home-Theater System - Precision Cinema HD via HDMI upscaler / BRAVIA Theatre Sync direct key / x.v.Color / XMB Xross Media Bar / 800Hz Cutoff Frequency,-1
2118,Apple MacBook Notebook - MB467LLA,101
2119,VholdR Wearable Camcorder (Black) - 1102,62
2120,Sharp AQUOS BD-HP21U Blu-ray Disc Player,64
2121,Sharp AQUOS BD-HP50U Blu-ray Disc Player,64
2122,Sharp LC-52D85U - 52' Widescreen 1080p LCD HDTV - 120Hz - 4ms Response Time,9
2123,Battery and Bag Bundle for Panasonic Camcorders - VBG-VBB1STRKIT,-1
2124,Sharp AQUOS LC-42D85U 42' LCD TV,10
2125,Escort Passport 9500ix Radar/Laser Detector,114
2126,KITCHENAID KPFP850OB - Food Processor,112
2127,Chestnut Hill CHS40001 Chestnut Hill George Ipod Dock Compact Stereo System,95
2128,Escort 9500CI Escort GPS Radar Detector,117
2129,Sony ICD-B600 512MB Digital Voice Recorder - ICDB600,-1
2130,Canon PSC-4000 Deluxe Leather Case N - 3528B001,65
2131,Canon CLI-221 Color Ink 4-Pack (Black/ Cyan/ Magenta/ Yellow) - 2946B004,55
2132,Sony BRAVIA VPL-HW10 Digital Projector - VPLHW10,32
2133,Apple MacBook Pro Notebook - MB471LL/A,101
2134,Altec Lansing IMT702 inMotion MAX Portable Speaker System for iPhone,96
2135,Transcend 8GB microSDHC Card - Class 6 - TS8GUSDHC6,86
2136,Flip Video MinoHD 60 min Black - F460B,64
2137,Samsung BDP2500 - BD-P2500,-1
2138,Denon DVD-1800BD Blu-ray Disc Player,64
2139,Canon EOS 5D Mark II Digital SLR Camera - 2764B003,26
2140,Canon Rebel XSi/XS Starter Kit - 9320A009,71
2141,Onkyo TX-SR876 A/V Receiver - TXSR876B,100
2142,Onkyo TX-NR906 A/V Receiver - TXNR906B,100
2143,Denon DM37SBK - D-M37SBK,112
2144,Onkyo TX-8255 A/V Receiver,100
2145,Denon DHT-589BA Home Theater System,88
2146,LG 42LG30 42' LCD TV,-1
2147,Apple 8x DVDRW Drive - MB397G/A,101
2148,Apple MacBook Pro Notebook - MB470LL/A,101
2149,Apple iPod nano Armband - MB769G/A,-1
2150,Polk Audio I-Sonic ES2 Entertainment System 2 AM/FM and HD Table Radio - AM1195-A,95
2151,Samsung SBH500 Stereo Bluetooth Headset,-1
2152,Sony DPFD100 Digital Photo Frame,30
2153,Danby DBC2760BLS 5.0 cu.ft beverage center / 27 bottle wine cooler,60
2154,Danby DDW497W Countertop Dishwasher,99
2155,Sony XDR-S10HDiP Clock Radio with iPod Dock - XDRS10HDIP,83
2156,Panasonic Kx-tg9391t Dect 6.0 Two-line Corded/cordless Phone Combo - KX-TG9391T,46
2157,Sony BRAVIA XBR Series KDL-46XBR6 46' LCD TV - KDL46XBR6,11
2158,Sony BRAVIA XBR Series KDL-52XBR6 52' LCD TV - KDL52XBR6,11
2159,Audiovox DPF701 7-Inch Acrylic Digital Picture Frame,66
2160,PAN NN-TK903S MICROWAVE OVEN .08 CU. FT.,-1
2161,Sony VAIO LV140J Desktop - VGC-LV140J,-1
2162,Simpletech 2GB SD Card - 3505B001AA,87
2163,Garmin 010-00577-30 Nvi(r) 885t Travel Assistant,-1
2164,Samsung LN32A450 32' 720p LCD HDTV,21
2165,Maytag MDB7851AWB Full Console Dishwasher (Black),64
2166,Whirlpool DU1100XTPS 24' Undercounter Dishwasher (Stainless Steel),60
2167,Canon XH A1S - 3238B001,90
2168,Sony VAIO FW378J/B Notebook - VGNFW378J/B,76
2169,Sennheiser CX380 Sennheiser CX 380 Sport II Grey/Orange,-1
2170,IWORK 09 RETAIL-INT DVD - MB942Z/A,98
2171,IWORK 09 FAMILY PACK-INT DVD - MB943Z/A,78
2172,CASE MATE CARBON FIBER IPHONE 3G CASE BLACK - IPH3GC-BCF,-1
